,Source IP,S City,S Region,S Country,S Lat,S Long,Destination IP,D City,D Region,D Country,D Lat,D Long
4088,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4089,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4090,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4091,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4092,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4093,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4094,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4095,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4096,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4097,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4098,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4099,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4100,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4101,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4102,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4103,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4104,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4105,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4106,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4107,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4108,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4109,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4110,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4111,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4112,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4113,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4114,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4115,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4116,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4117,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4118,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4119,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4120,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4121,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4122,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4123,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4124,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4125,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4126,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4127,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4128,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4129,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4130,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4131,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4132,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4133,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4134,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4135,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4136,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4137,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4138,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4139,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4140,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4141,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4142,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4143,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4144,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4145,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4146,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4147,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4148,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4149,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4150,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4151,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4152,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4153,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4154,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4155,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4156,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4157,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4158,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4159,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4160,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4161,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4162,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4163,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4164,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4165,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4166,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4167,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4168,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4169,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4170,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4171,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4172,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4173,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4174,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4175,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4176,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4177,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4178,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4179,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4180,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4181,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4182,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4183,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4184,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4185,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4186,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4187,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4188,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4189,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4190,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4191,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4192,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4193,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4194,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4195,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4196,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4197,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4198,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4199,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4200,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4201,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4202,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4203,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4204,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4205,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4206,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4207,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4208,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4209,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4210,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4211,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4212,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4213,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4214,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4215,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4216,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4217,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4218,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4219,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4220,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4221,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4222,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4223,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4224,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4225,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4226,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4227,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4228,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4229,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4230,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4231,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4232,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4233,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4234,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4235,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4236,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4237,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4238,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4239,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4240,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4241,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4242,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4243,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4244,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4245,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4246,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4247,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4248,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4249,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4250,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4251,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4252,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4253,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4254,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4255,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4256,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4257,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4258,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4259,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4260,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4261,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4262,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4263,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4264,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4265,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4266,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4267,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4268,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4269,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4270,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4271,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4272,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4273,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4274,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4275,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4276,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4277,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4278,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4279,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4280,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4281,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4282,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4283,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4284,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4285,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4286,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4287,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4288,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4289,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4290,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4291,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4292,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4293,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4294,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4295,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4296,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4297,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4298,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4299,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
4300,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown,89.44.9.186,Paris,Paris,FR,48.9335,2.3661
4301,89.44.9.186,Paris,Paris,FR,48.9335,2.3661,10.8.21.163,Unknown,Unknown,Unknown,Unknown,Unknown
